sentence,construction_type,language
"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying, ""you do not order what you do not know about"" and ""you don't know how pizza is made"".",Interrogative-WHInfo-Indirect,english
"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying, ""you do not order what you do not know about"" and ""you don't know how pizza is made"".",Interrogative-WHInfo-Indirect,english
This chef knows what he is doing.,Interrogative-WHInfo-Indirect,english
I rrly seek the cehf out to introduce myself-- but the second time we went-- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were.,Interrogative-WHInfo-Indirect,english
"Well I was in for a treat when I was greeted by the friendly girls at the counter who asked if my wife and I would like to sit in their ""new"" dining room.",Interrogative-Polar-Indirect,english
He checked out what I needed to have done told me what needed be fixed before he did any work and did great repair work.,Interrogative-WHInfo-Indirect,english
He checked out what I needed to have done told me what needed be fixed before he did any work and did great repair work.,Interrogative-WHInfo-Indirect,english
"Also, a week after the work, Phet called me up to see how my car was running and to let me know that they had accidentally overcharged me for part of the work and wanted to give me a refund for that amount.",Interrogative-WHInfo-Indirect,english
How has it gone so far?,Interrogative-WHInfo-Direct,english
"There were 3 adults in our room but towels for only 2, no linens for sofa bed.",Interrogative-Polar-Direct,english
"There were 3 adults in our room but towels for only 2, no linens for sofa bed.",Existential-CopPred-ThereExpl,english
"I don't know if the kid had a bad day or what, but I had to sit and apologize about nothing for 10 minutes until he dropped the issue.",Interrogative-WHInfo-Indirect,english
"I don't know if the kid had a bad day or what, but I had to sit and apologize about nothing for 10 minutes until he dropped the issue.",Interrogative-Polar-Indirect,english
"For instance I asked who owned Mazda and he said with confidence that was GM, which isn't true.",Interrogative-WHInfo-Indirect,english
"I dont know how it is possible to make orange chicken, sesame chicken and kung pao chicken as well as cheese puffs taste THAT bad but China Delight accomplished that.",Interrogative-WHInfo-Indirect,english
I have no idea how China Delight won number 1 Chinese restaurant in Montgomery - There needs to be a recount on that vote.,Interrogative-WHInfo-Indirect,english
He stood there and told us how he wasn't at fault.,Interrogative-WHInfo-Indirect,english
"It was the fault of the parts supplier, and can we imagine how he felt having to put another 2 hours of work in the car.",Interrogative-WHInfo-Indirect,english
I asked if they could copy the piece I dropped off.,Interrogative-Polar-Indirect,english
I explained I did not get what I paid for.,Interrogative-WHInfo-Indirect,english
There are to many people that need our business to have to put up with this unfair treatment!!!!!,Interrogative-Polar-Direct,english
There are to many people that need our business to have to put up with this unfair treatment!!!!!,Existential-CopPred-ThereExpl,english
I was able to cancel it but only after paying a $50 fee (which the staff person who signed me up stated I would not have to pay if I had proof of moving) and being spoken to in a very belittling manner.,Interrogative-WHInfo-Indirect,english
There are better places on the Cape - FITNESS 500!,Interrogative-Polar-Direct,english
There are better places on the Cape - FITNESS 500!,Existential-CopPred-ThereExpl,english
"What was I supposed to do, say I can't afford you and walk out with crap all over my hair.",Interrogative-WHInfo-Indirect,english
"Working with Rod Jacobsen was my first experience working with a CPA, so I did not know what to expect.",Interrogative-WHInfo-Indirect,english
"Asked why, Rod simply told me that he had to research how to do the amendment (it was an amended to show that I had purchased a home - nothing out of the ordinary, one would think) and that took time to figure out.",Interrogative-WHInfo-Indirect,english
Why?,Interrogative-WHInfo-Direct,english
"Gerry pleasantly said "" since I am already here why don't we give it shot.",Interrogative-WHInfo-Indirect,english
"He did not even give me the chance to say i would stay on the ventilator longer, which i would have.",Interrogative-WHInfo-Indirect,english
"If you want a doctor who will lie to you and say he will operate and then change his mind, and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need, when they will not work for you, go to this doctor...he is the one for you.",Interrogative-WHInfo-Indirect,english
"If you want a doctor who will lie to you and say he will operate and then change his mind, and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need, when they will not work for you, go to this doctor...he is the one for you.",Interrogative-WHInfo-Indirect,english
No business is going to push customers away without good reason; so isn't it reasonable to think they might know what they're doing?,Interrogative-WHInfo-Indirect,english
he says: Why you tell me your in WARWICK TOWNSHIP?,Interrogative-WHInfo-Indirect,english
"Hmmm, she says, Then why are you calling here, we don't go past broad?",Interrogative-WHInfo-Direct,english
We then called the office and the man we spoke to said he'd send someone out to look at it but couldn't promise when- two weeks came and went and we heard nothing.,Interrogative-WHInfo-Indirect,english
"Though they are mostly excellent, you generally don't get enough forkfuls to know if you really love them.",Interrogative-Polar-Indirect,english
"And my--no, I still don't remember what I had.",Interrogative-WHInfo-Indirect,english
"When we arrived at 5, and left circa 7, there were the same 4 or 5 empty tables surrounding us.",Interrogative-Polar-Direct,english
"When we arrived at 5, and left circa 7, there were the same 4 or 5 empty tables surrounding us.",Existential-CopPred-ThereExpl,english
"Did they think we were going to feel lucky to get any reservation at all, and therefore be more pleased with our dining experience?",Interrogative-Polar-Direct,english
They felt like they were going to fall off of me and it was very difficult to see what I would actually look like were I to purchase some of these dresses.,Interrogative-WHInfo-Indirect,english
I thought it would be a good idea to see how a few that I liked would look like on a model (by looking the dress up online).,Interrogative-WHInfo-Indirect,english
"Aside from that little *mystery*, one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying on.",Interrogative-WHInfo-Indirect,english
